codigo_pliego;nombre_municipalidad;tipo;departamento;provincia;distrito
300942;MUNICIPALIDAD DISTRITAL DE CODO DE POZUZO;MUNICIPALIDAD DISTRITAL;HUANUCO;PUERTO INCA;CODO DEL POZUZO
300943;MUNICIPALIDAD DISTRITAL DE HONORIA;MUNICIPALIDAD DISTRITAL;HUANUCO;PUERTO INCA;HONORIA
300944;MUNICIPALIDAD DISTRITAL DE TOURNAVISTA;MUNICIPALIDAD DISTRITAL;HUANUCO;PUERTO INCA;TOURNAVISTA
300945;MUNICIPALIDAD DISTRITAL DE YUYAPICHIS;MUNICIPALIDAD DISTRITAL;HUANUCO;PUERTO INCA;YUYAPICHIS
300946;MUNICIPALIDAD PROVINCIAL DE LAURICOCHA - JESUS;MUNICIPALIDAD PROVINCIAL;HUANUCO;LAURICOCHA;JESUS
300947;MUNICIPALIDAD DISTRITAL DE BAÑOS;MUNICIPALIDAD DISTRITAL;HUANUCO;LAURICOCHA;BAÑOS
300948;MUNICIPALIDAD DISTRITAL DE JIVIA;MUNICIPALIDAD DISTRITAL;HUANUCO;LAURICOCHA;JIVIA
300949;MUNICIPALIDAD DISTRITAL DE QUEROPALCA;MUNICIPALIDAD DISTRITAL;HUANUCO;LAURICOCHA;QUEROPALCA
300950;MUNICIPALIDAD DISTRITAL DE RONDOS;MUNICIPALIDAD DISTRITAL;HUANUCO;LAURICOCHA;RONDOS
300951;MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE ASIS;MUNICIPALIDAD DISTRITAL;HUANUCO;LAURICOCHA;SAN FRANCISCO DE ASIS
300952;MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE CAURI;MUNICIPALIDAD DISTRITAL;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI
300953;MUNICIPALIDAD PROVINCIAL DE YAROWILCA - CHAVINILLO;MUNICIPALIDAD PROVINCIAL;HUANUCO;YAROWILCA;CHAVINILLO
300954;MUNICIPALIDAD DISTRITAL DE CAHUAC;MUNICIPALIDAD DISTRITAL;HUANUCO;YAROWILCA;CAHUAC
300955;MUNICIPALIDAD DISTRITAL DE CHACABAMBA;MUNICIPALIDAD DISTRITAL;HUANUCO;YAROWILCA;CHACABAMBA
300956;MUNICIPALIDAD DISTRITAL APARICIO POMARES;MUNICIPALIDAD DISTRITAL;HUANUCO;YAROWILCA;APARICIO POMARES
300957;MUNICIPALIDAD DISTRITAL DE JACAS CHICO;MUNICIPALIDAD DISTRITAL;HUANUCO;YAROWILCA;JACAS CHICO
300958;MUNICIPALIDAD DISTRITAL DE OBAS;MUNICIPALIDAD DISTRITAL;HUANUCO;YAROWILCA;OBAS
300959;MUNICIPALIDAD DISTRITAL DE PAMPAMARCA;MUNICIPALIDAD DISTRITAL;HUANUCO;YAROWILCA;PAMPAMARCA
300960;MUNICIPALIDAD PROVINCIAL DE ICA;MUNICIPALIDAD PROVINCIAL;ICA;ICA;ICA
300961;MUNICIPALIDAD DISTRITAL DE TINGUIÑA;MUNICIPALIDAD DISTRITAL;ICA;ICA;LA TINGUIÑA
300962;MUNICIPALIDAD DISTRITAL DE LOS AQUIJES;MUNICIPALIDAD DISTRITAL;ICA;ICA;LOS AQUIJES
300963;MUNICIPALIDAD DISTRITAL DE OCUCAJE;MUNICIPALIDAD DISTRITAL;ICA;ICA;OCUCAJE
300964;MUNICIPALIDAD DISTRITAL DE PACHACUTEC;MUNICIPALIDAD DISTRITAL;ICA;ICA;PACHACUTEC
300965;MUNICIPALIDAD DISTRITAL DE PARCONA;MUNICIPALIDAD DISTRITAL;ICA;ICA;PARCONA
300966;MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO;MUNICIPALIDAD DISTRITAL;ICA;ICA;PUEBLO NUEVO
300967;MUNICIPALIDAD DISTRITAL DE SALAS;MUNICIPALIDAD DISTRITAL;ICA;ICA;SALAS
300968;MUNICIPALIDAD DISTRITAL DE SAN JOSE DE LOS MOLINOS;MUNICIPALIDAD DISTRITAL;ICA;ICA;SAN JOSE DE LOS MOLINOS
300969;MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;MUNICIPALIDAD DISTRITAL;ICA;ICA;SAN JUAN BAUTISTA
300970;MUNICIPALIDAD DISTRITAL DE SANTIAGO;MUNICIPALIDAD DISTRITAL;ICA;ICA;SANTIAGO
300971;MUNICIPALIDAD DISTRITAL DE SUBTANJALLA;MUNICIPALIDAD DISTRITAL;ICA;ICA;SUBTANJALLA
300972;MUNICIPALIDAD DISTRITAL DE TATE;MUNICIPALIDAD DISTRITAL;ICA;ICA;TATE
300973;MUNICIPALIDAD DISTRITAL DE YAUCA DEL ROSARIO;MUNICIPALIDAD DISTRITAL;ICA;ICA;YAUCA DEL ROSARIO
300974;MUNICIPALIDAD PROVINCIAL DE CHINCHA - CHINCHA ALTA;MUNICIPALIDAD PROVINCIAL;ICA;CHINCHA;CHINCHA ALTA
300975;MUNICIPALIDAD DISTRITAL DE ALTO LARAN;MUNICIPALIDAD DISTRITAL;ICA;CHINCHA;ALTO LARAN
300976;MUNICIPALIDAD DISTRITAL DE CHAVIN;MUNICIPALIDAD DISTRITAL;ICA;CHINCHA;CHAVIN
300977;MUNICIPALIDAD DISTRITAL DE CHINCHA BAJA;MUNICIPALIDAD DISTRITAL;ICA;CHINCHA;CHINCHA BAJA
300978;MUNICIPALIDAD DISTRITAL DE EL CARMEN;MUNICIPALIDAD DISTRITAL;ICA;CHINCHA;EL CARMEN
300979;MUNICIPALIDAD DISTRITAL DE GROCIO PRADO;MUNICIPALIDAD DISTRITAL;ICA;CHINCHA;GROCIO PRADO
300980;MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO;MUNICIPALIDAD DISTRITAL;ICA;CHINCHA;PUEBLO NUEVO
300981;MUNICIPALIDAD DISTRITAL DE SAN JUAN DE YANAC;MUNICIPALIDAD DISTRITAL;ICA;CHINCHA;SAN JUAN DE YANAC
300982;MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE HUACARPANA;MUNICIPALIDAD DISTRITAL;ICA;CHINCHA;SAN PEDRO DE HUACARPANA
300983;MUNICIPALIDAD DISTRITAL DE SUNAMPE;MUNICIPALIDAD DISTRITAL;ICA;CHINCHA;SUNAMPE
300984;MUNICIPALIDAD DISTRITAL DE TAMBO DE MORA;MUNICIPALIDAD DISTRITAL;ICA;CHINCHA;TAMBO DE MORA
300985;MUNICIPALIDAD PROVINCIAL DE NASCA;MUNICIPALIDAD PROVINCIAL;ICA;NAZCA;NASCA
300986;MUNICIPALIDAD DISTRITAL DE CHANGUILLO;MUNICIPALIDAD DISTRITAL;ICA;NAZCA;CHANGUILLO
300987;MUNICIPALIDAD DISTRITAL DE EL INGENIO;MUNICIPALIDAD DISTRITAL;ICA;NAZCA;EL INGENIO
300988;MUNICIPALIDAD DISTRITAL DE MARCONA;MUNICIPALIDAD DISTRITAL;ICA;NAZCA;MARCONA
300989;MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE;MUNICIPALIDAD DISTRITAL;ICA;NAZCA;VISTA ALEGRE
300990;MUNICIPALIDAD PROVINCIAL DE PALPA;MUNICIPALIDAD PROVINCIAL;ICA;PALPA;PALPA
300991;MUNICIPALIDAD DISTRITAL DE LLIPATA;MUNICIPALIDAD DISTRITAL;ICA;PALPA;LLIPATA
300992;MUNICIPALIDAD DISTRITAL DE RIO GRANDE;MUNICIPALIDAD DISTRITAL;ICA;PALPA;RIO GRANDE
300993;MUNICIPALIDAD DISTRITAL DE SANTA CRUZ;MUNICIPALIDAD DISTRITAL;ICA;PALPA;SANTA CRUZ
300994;MUNICIPALIDAD DISTRITAL DE TIBILLO;MUNICIPALIDAD DISTRITAL;ICA;PALPA;TIBILLO
300995;MUNICIPALIDAD PROVINCIAL DE PISCO;MUNICIPALIDAD PROVINCIAL;ICA;PISCO;PISCO
300996;MUNICIPALIDAD DISTRITAL DE HUANCANO;MUNICIPALIDAD DISTRITAL;ICA;PISCO;HUANCANO
300997;MUNICIPALIDAD DISTRITAL DE HUMAY;MUNICIPALIDAD DISTRITAL;ICA;PISCO;HUMAY
300998;MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA;MUNICIPALIDAD DISTRITAL;ICA;PISCO;INDEPENDENCIA
300999;MUNICIPALIDAD DISTRITAL DE PARACAS;MUNICIPALIDAD DISTRITAL;ICA;PISCO;PARACAS
301000;MUNICIPALIDAD DISTRITAL DE SAN ANDRES;MUNICIPALIDAD DISTRITAL;ICA;PISCO;SAN ANDRES
301001;MUNICIPALIDAD DISTRITAL DE SAN CLEMENTE;MUNICIPALIDAD DISTRITAL;ICA;PISCO;SAN CLEMENTE
301002;MUNICIPALIDAD DISTRITAL DE TUPAC AMARU INCA;MUNICIPALIDAD DISTRITAL;ICA;PISCO;TUPAC AMARU INCA
301003;MUNICIPALIDAD PROVINCIAL DE HUANCAYO;MUNICIPALIDAD PROVINCIAL;JUNIN;HUANCAYO;HUANCAYO
301004;MUNICIPALIDAD DISTRITAL DE CARHUACALLANGA;MUNICIPALIDAD DISTRITAL;JUNIN;HUANCAYO;CARHUACALLANGA
301005;MUNICIPALIDAD DISTRITAL DE CHACAPAMPA;MUNICIPALIDAD DISTRITAL;JUNIN;HUANCAYO;CHACAPAMPA
301006;MUNICIPALIDAD DISTRITAL DE CHICCHE;MUNICIPALIDAD DISTRITAL;JUNIN;HUANCAYO;CHICCHE
301007;MUNICIPALIDAD DISTRITAL DE CHILCA;MUNICIPALIDAD DISTRITAL;JUNIN;HUANCAYO;CHILCA
301008;MUNICIPALIDAD DISTRITAL DE CHONGOS ALTO;MUNICIPALIDAD DISTRITAL;JUNIN;HUANCAYO;CHONGOS ALTO
301009;MUNICIPALIDAD DISTRITAL DE CHUPURO;MUNICIPALIDAD DISTRITAL;JUNIN;HUANCAYO;CHUPURO
301010;MUNICIPALIDAD DISTRITAL DE COLCA;MUNICIPALIDAD DISTRITAL;JUNIN;HUANCAYO;COLCA
301011;MUNICIPALIDAD DISTRITAL DE CULLHUAS;MUNICIPALIDAD DISTRITAL;JUNIN;HUANCAYO;CULLHUAS
301012;MUNICIPALIDAD DISTRITAL DE EL TAMBO;MUNICIPALIDAD DISTRITAL;JUNIN;HUANCAYO;EL TAMBO
301013;MUNICIPALIDAD DISTRITAL DE HUACRAPUQUIO;MUNICIPALIDAD DISTRITAL;JUNIN;HUANCAYO;HUACRAPUQUIO
301014;MUNICIPALIDAD DISTRITAL DE HUALHUAS;MUNICIPALIDAD DISTRITAL;JUNIN;HUANCAYO;HUALHUAS
301015;MUNICIPALIDAD DISTRITAL DE HUANCAN;MUNICIPALIDAD DISTRITAL;JUNIN;HUANCAYO;HUANCAN
301016;MUNICIPALIDAD DISTRITAL DE HUASICANCHA;MUNICIPALIDAD DISTRITAL;JUNIN;HUANCAYO;HUASICANCHA
301017;MUNICIPALIDAD DISTRITAL DE HUAYUCACHI;MUNICIPALIDAD DISTRITAL;JUNIN;HUANCAYO;HUAYUCACHI
301018;MUNICIPALIDAD DISTRITAL DE INGENIO;MUNICIPALIDAD DISTRITAL;JUNIN;HUANCAYO;INGENIO
301019;MUNICIPALIDAD DISTRITAL DE PARIAHUANCA;MUNICIPALIDAD DISTRITAL;JUNIN;HUANCAYO;PARIAHUANCA
301020;MUNICIPALIDAD DISTRITAL DE PILCOMAYO;MUNICIPALIDAD DISTRITAL;JUNIN;HUANCAYO;PILCOMAYO
301021;MUNICIPALIDAD DISTRITAL DE PUCARA;MUNICIPALIDAD DISTRITAL;JUNIN;HUANCAYO;PUCARA
301022;MUNICIPALIDAD DISTRITAL DE QUICHUAY;MUNICIPALIDAD DISTRITAL;JUNIN;HUANCAYO;QUICHUAY
301023;MUNICIPALIDAD DISTRITAL DE QUILCAS;MUNICIPALIDAD DISTRITAL;JUNIN;HUANCAYO;QUILCAS
301024;MUNICIPALIDAD DISTRITAL DE SAN AGUSTIN;MUNICIPALIDAD DISTRITAL;JUNIN;HUANCAYO;SAN AGUSTIN
301025;MUNICIPALIDAD DISTRITAL DE SAN JERONIMO DE TUNAN;MUNICIPALIDAD DISTRITAL;JUNIN;HUANCAYO;SAN JERONIMO DE TUNAN
301026;MUNICIPALIDAD DISTRITAL DE SAÑO;MUNICIPALIDAD DISTRITAL;JUNIN;HUANCAYO;SAÑO
301027;MUNICIPALIDAD DISTRITAL DE SAPALLANGA;MUNICIPALIDAD DISTRITAL;JUNIN;HUANCAYO;SAPALLANGA
301028;MUNICIPALIDAD DISTRITAL DE SICAYA;MUNICIPALIDAD DISTRITAL;JUNIN;HUANCAYO;SICAYA
301029;MUNICIPALIDAD DISTRITAL DE SANTO DOMINGO DE ACOBAMBA;MUNICIPALIDAD DISTRITAL;JUNIN;HUANCAYO;SANTO DOMINGO DE ACOBAMBA
301030;MUNICIPALIDAD DISTRITAL DE VIQUES;MUNICIPALIDAD DISTRITAL;JUNIN;HUANCAYO;VIQUES
301031;MUNICIPALIDAD PROVINCIAL DE CONCEPCION;MUNICIPALIDAD PROVINCIAL;JUNIN;CONCEPCION;CONCEPCION
301032;MUNICIPALIDAD DISTRITAL DE ACO;MUNICIPALIDAD DISTRITAL;JUNIN;CONCEPCION;ACO
301033;MUNICIPALIDAD DISTRITAL DE ANDAMARCA;MUNICIPALIDAD DISTRITAL;JUNIN;CONCEPCION;ANDAMARCA
301034;MUNICIPALIDAD DISTRITAL DE CHAMBARA;MUNICIPALIDAD DISTRITAL;JUNIN;CONCEPCION;CHAMBARA
301035;MUNICIPALIDAD DISTRITAL DE COCHAS;MUNICIPALIDAD DISTRITAL;JUNIN;CONCEPCION;COCHAS
301036;MUNICIPALIDAD DISTRITAL DE COMAS;MUNICIPALIDAD DISTRITAL;JUNIN;CONCEPCION;COMAS
301037;MUNICIPALIDAD DISTRITAL DE HEROINAS TOLEDO;MUNICIPALIDAD DISTRITAL;JUNIN;CONCEPCION;HEROINAS TOLEDO
301038;MUNICIPALIDAD DISTRITAL DE MANZANARES;MUNICIPALIDAD DISTRITAL;JUNIN;CONCEPCION;MANZANARES
301039;MUNICIPALIDAD DISTRITAL DE MARISCAL CASTILLA;MUNICIPALIDAD DISTRITAL;JUNIN;CONCEPCION;MARISCAL CASTILLA
301040;MUNICIPALIDAD DISTRITAL DE MATAHUASI;MUNICIPALIDAD DISTRITAL;JUNIN;CONCEPCION;MATAHUASI
301041;MUNICIPALIDAD DISTRITAL DE MITO;MUNICIPALIDAD DISTRITAL;JUNIN;CONCEPCION;MITO
301042;MUNICIPALIDAD DISTRITAL DE NUEVE DE JULIO;MUNICIPALIDAD DISTRITAL;JUNIN;CONCEPCION;NUEVE DE JULIO
301043;MUNICIPALIDAD DISTRITAL DE ORCOTUNA;MUNICIPALIDAD DISTRITAL;JUNIN;CONCEPCION;ORCOTUNA
301044;MUNICIPALIDAD DISTRITAL DE SAN JOSE DE QUERO;MUNICIPALIDAD DISTRITAL;JUNIN;CONCEPCION;SAN JOSE DE QUERO
301045;MUNICIPALIDAD DISTRITAL DE SANTA ROSA DE OCOPA;MUNICIPALIDAD DISTRITAL;JUNIN;CONCEPCION;SANTA ROSA DE OCOPA
301046;MUNICIPALIDAD PROVINCIAL DE CHANCHAMAYO;MUNICIPALIDAD PROVINCIAL;JUNIN;CHANCHAMAYO;CHANCHAMAYO
301047;MUNICIPALIDAD DISTRITAL DE PERENE;MUNICIPALIDAD DISTRITAL;JUNIN;CHANCHAMAYO;PERENE
301048;MUNICIPALIDAD DISTRITAL DE PICHANAQUI;MUNICIPALIDAD DISTRITAL;JUNIN;CHANCHAMAYO;PICHANAQUI
301049;MUNICIPALIDAD DISTRITAL DE SAN LUIS DE SHUARO;MUNICIPALIDAD DISTRITAL;JUNIN;CHANCHAMAYO;SAN LUIS DE SHUARO
301050;MUNICIPALIDAD DISTRITAL DE SAN RAMON;MUNICIPALIDAD DISTRITAL;JUNIN;CHANCHAMAYO;SAN RAMON
301051;MUNICIPALIDAD DISTRITAL DE VITOC;MUNICIPALIDAD DISTRITAL;JUNIN;CHANCHAMAYO;VITOC
301052;MUNICIPALIDAD PROVINCIAL DE JAUJA;MUNICIPALIDAD PROVINCIAL;JUNIN;JAUJA;JAUJA
301053;MUNICIPALIDAD DISTRITAL DE ACOLLA;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;ACOLLA
301054;MUNICIPALIDAD DISTRITAL DE APATA;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;APATA
301055;MUNICIPALIDAD DISTRITAL DE ATAURA;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;ATAURA
301056;MUNICIPALIDAD DISTRITAL DE CANCHAYLLO;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;CANCHAYLLO
301057;MUNICIPALIDAD DISTRITAL DE CURICACA;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;CURICACA
301058;MUNICIPALIDAD DISTRITAL DE EL MANTARO;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;EL MANTARO
301059;MUNICIPALIDAD DISTRITAL DE HUAMALI;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;HUAMALI
301060;MUNICIPALIDAD DISTRITAL DE HUARIPAMPA;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;HUARIPAMPA
301061;MUNICIPALIDAD DISTRITAL DE HUERTAS;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;HUERTAS
301062;MUNICIPALIDAD DISTRITAL DE JANJAILLO;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;JANJAILLO
301063;MUNICIPALIDAD DISTRITAL DE JULCAN;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;JULCAN
301064;MUNICIPALIDAD DISTRITAL DE LEONOR ORDO¥EZ;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;LEONOR ORDOÑEZ
301065;MUNICIPALIDAD DISTRITAL DE LLOCLLAPAMPA;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;LLOCLLAPAMPA
301066;MUNICIPALIDAD DISTRITAL DE MARCO;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;MARCO
301067;MUNICIPALIDAD DISTRITAL DE MASMA;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;MASMA
301068;MUNICIPALIDAD DISTRITAL DE MASMA CHICCHE;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;MASMA CHICCHE
301069;MUNICIPALIDAD DISTRITAL DE MOLINOS;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;MOLINOS
301070;MUNICIPALIDAD DISTRITAL DE MONOBAMBA;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;MONOBAMBA
301071;MUNICIPALIDAD DISTRITAL DE MUQUI;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;MUQUI
301072;MUNICIPALIDAD DISTRITAL DE MUQUIYAUYO;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;MUQUIYAUYO
301073;MUNICIPALIDAD DISTRITAL DE PACA;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;PACA
301074;MUNICIPALIDAD DISTRITAL DE PACCHA;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;PACCHA
301075;MUNICIPALIDAD DISTRITAL DE PANCAN;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;PANCAN
301076;MUNICIPALIDAD DISTRITAL DE PARCO;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;PARCO
301077;MUNICIPALIDAD DISTRITAL DE POMACANCHA;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;POMACANCHA
301078;MUNICIPALIDAD DISTRITAL DE RICRAN;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;RICRAN
301079;MUNICIPALIDAD DISTRITAL DE SAN LORENZO;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;SAN LORENZO
301080;MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CHUNAN;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;SAN PEDRO DE CHUNAN
301081;MUNICIPALIDAD DISTRITAL DE SAUSA;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;SAUSA
301082;MUNICIPALIDAD DISTRITAL DE SINCOS;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;SINCOS
301083;MUNICIPALIDAD DISTRITAL DE TUNAN MARCA;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;TUNAN MARCA
301084;MUNICIPALIDAD DISTRITAL DE YAULI;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;YAULI
301085;MUNICIPALIDAD DISTRITAL DE YAUYOS;MUNICIPALIDAD DISTRITAL;JUNIN;JAUJA;YAUYOS
301086;MUNICIPALIDAD PROVINCIAL DE JUNIN;MUNICIPALIDAD PROVINCIAL;JUNIN;JUNIN;JUNIN
301087;MUNICIPALIDAD DISTRITAL DE CARHUAMAYO;MUNICIPALIDAD DISTRITAL;JUNIN;JUNIN;CARHUAMAYO
301088;MUNICIPALIDAD DISTRITAL DE ONDORES;MUNICIPALIDAD DISTRITAL;JUNIN;JUNIN;ONDORES
301089;MUNICIPALIDAD DISTRITAL DE ULCUMAYO;MUNICIPALIDAD DISTRITAL;JUNIN;JUNIN;ULCUMAYO
301090;MUNICIPALIDAD PROVINCIAL DE SATIPO;MUNICIPALIDAD PROVINCIAL;JUNIN;SATIPO;SATIPO
301091;MUNICIPALIDAD DISTRITAL DE COVIRIALI;MUNICIPALIDAD DISTRITAL;JUNIN;SATIPO;COVIRIALI
301092;MUNICIPALIDAD DISTRITAL DE LLAYLLA;MUNICIPALIDAD DISTRITAL;JUNIN;SATIPO;LLAYLLA
301093;MUNICIPALIDAD DISTRITAL DE MAZAMARI;MUNICIPALIDAD DISTRITAL;JUNIN;SATIPO;MAZAMARI
301094;MUNICIPALIDAD DISTRITAL PAMPA HERMOSA;MUNICIPALIDAD DISTRITAL;JUNIN;SATIPO;PAMPA HERMOSA
301095;MUNICIPALIDAD DISTRITAL DE PANGOA;MUNICIPALIDAD DISTRITAL;JUNIN;SATIPO;PANGOA
301096;MUNICIPALIDAD DISTRITAL DE RIO NEGRO;MUNICIPALIDAD DISTRITAL;JUNIN;SATIPO;RIO NEGRO
301097;MUNICIPALIDAD DISTRITAL DE RIO TAMBO;MUNICIPALIDAD DISTRITAL;JUNIN;SATIPO;RIO TAMBO
301098;MUNICIPALIDAD PROVINCIAL DE TARMA;MUNICIPALIDAD PROVINCIAL;JUNIN;TARMA;TARMA
301099;MUNICIPALIDAD DISTRITAL DE ACOBAMBA;MUNICIPALIDAD DISTRITAL;JUNIN;TARMA;ACOBAMBA
301100;MUNICIPALIDAD DISTRITAL DE HUARICOLCA;MUNICIPALIDAD DISTRITAL;JUNIN;TARMA;HUARICOLCA
301101;MUNICIPALIDAD DISTRITAL DE HUASAHUASI;MUNICIPALIDAD DISTRITAL;JUNIN;TARMA;HUASAHUASI
301102;MUNICIPALIDAD DISTRITAL DE LA UNION;MUNICIPALIDAD DISTRITAL;JUNIN;TARMA;LA UNION
301103;MUNICIPALIDAD DISTRITAL DE PALCA;MUNICIPALIDAD DISTRITAL;JUNIN;TARMA;PALCA
301104;MUNICIPALIDAD DISTRITAL DE PALCAMAYO;MUNICIPALIDAD DISTRITAL;JUNIN;TARMA;PALCAMAYO
301105;MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CAJAS;MUNICIPALIDAD DISTRITAL;JUNIN;TARMA;SAN PEDRO DE CAJAS
301106;MUNICIPALIDAD DISTRITAL DE TAPO;MUNICIPALIDAD DISTRITAL;JUNIN;TARMA;TAPO
301108;MUNICIPALIDAD PROVINCIAL DE YAULI - LA OROYA;MUNICIPALIDAD PROVINCIAL;JUNIN;YAULI;LA OROYA
301109;MUNICIPALIDAD DISTRITAL DE CHACAPALPA;MUNICIPALIDAD DISTRITAL;JUNIN;YAULI;CHACAPALPA
301110;MUNICIPALIDAD DISTRITAL DE HUAY - HUAY;MUNICIPALIDAD DISTRITAL;JUNIN;YAULI;HUAY-HUAY
301111;MUNICIPALIDAD DISTRITAL DE MARCAPOMACOCHA;MUNICIPALIDAD DISTRITAL;JUNIN;YAULI;MARCAPOMACOCHA
301112;MUNICIPALIDAD DISTRITAL DE MOROCOCHA;MUNICIPALIDAD DISTRITAL;JUNIN;YAULI;MOROCOCHA
301113;MUNICIPALIDAD DISTRITAL DE PACCHA;MUNICIPALIDAD DISTRITAL;JUNIN;YAULI;PACCHA
301114;MUNICIPALIDAD DISTRITAL DE SANTA BARBARA DE CARHUACAYAN;MUNICIPALIDAD DISTRITAL;JUNIN;YAULI;SANTA BARBARA DE CARHUACAYAN
301115;MUNICIPALIDAD DISTRITAL DE SANTA ROSA DE SACCO;MUNICIPALIDAD DISTRITAL;JUNIN;YAULI;SANTA ROSA DE SACCO
301116;MUNICIPALIDAD DISTRITAL DE SUITUCANCHA;MUNICIPALIDAD DISTRITAL;JUNIN;YAULI;SUITUCANCHA
301117;MUNICIPALIDAD DISTRITAL DE YAULI;MUNICIPALIDAD DISTRITAL;JUNIN;YAULI;YAULI
301118;MUNICIPALIDAD PROVINCIAL DE CHUPACA;MUNICIPALIDAD PROVINCIAL;JUNIN;CHUPACA;CHUPACA
301119;MUNICIPALIDAD DISTRITAL DE AHUAC;MUNICIPALIDAD DISTRITAL;JUNIN;CHUPACA;AHUAC
301120;MUNICIPALIDAD DISTRITAL DE CHONGOS BAJO;MUNICIPALIDAD DISTRITAL;JUNIN;CHUPACA;CHONGOS BAJO
301121;MUNICIPALIDAD DISTRITAL DE HUACHAC;MUNICIPALIDAD DISTRITAL;JUNIN;CHUPACA;HUACHAC
301122;MUNICIPALIDAD DISTRITAL DE HUAMANCACA CHICO;MUNICIPALIDAD DISTRITAL;JUNIN;CHUPACA;HUAMANCACA CHICO
301123;MUNICIPALIDAD DISTRITAL DE SAN JUAN DE ISCOS;MUNICIPALIDAD DISTRITAL;JUNIN;CHUPACA;SAN JUAN DE ISCOS
301124;MUNICIPALIDAD DISTRITAL DE SAN JUAN DE JARPA;MUNICIPALIDAD DISTRITAL;JUNIN;CHUPACA;SAN JUAN DE JARPA
301125;MUNICIPALIDAD DISTRITAL DE TRES DE DICIEMBRE;MUNICIPALIDAD DISTRITAL;JUNIN;CHUPACA;TRES DE DICIEMBRE
301126;MUNICIPALIDAD DISTRITAL DE YANACANCHA;MUNICIPALIDAD DISTRITAL;JUNIN;CHUPACA;YANACANCHA
301127;MUNICIPALIDAD PROVINCIAL DE TRUJILLO;MUNICIPALIDAD PROVINCIAL;LA LIBERTAD;TRUJILLO;TRUJILLO
301128;MUNICIPALIDAD DISTRITAL DE EL PORVENIR;MUNICIPALIDAD DISTRITAL;LA LIBERTAD;TRUJILLO;EL PORVENIR
301129;MUNICIPALIDAD DISTRITAL DE FLORENCIA DE MORA;MUNICIPALIDAD DISTRITAL;LA LIBERTAD;TRUJILLO;FLORENCIA DE MORA
301130;MUNICIPALIDAD DISTRITAL DE HUANCHACO;MUNICIPALIDAD DISTRITAL;LA LIBERTAD;TRUJILLO;HUANCHACO
301131;MUNICIPALIDAD DISTRITAL DE LA ESPERANZA;MUNICIPALIDAD DISTRITAL;LA LIBERTAD;TRUJILLO;LA ESPERANZA
301132;MUNICIPALIDAD DISTRITAL DE LAREDO;MUNICIPALIDAD DISTRITAL;LA LIBERTAD;TRUJILLO;LAREDO
301133;MUNICIPALIDAD DISTRITAL DE MOCHE;MUNICIPALIDAD DISTRITAL;LA LIBERTAD;TRUJILLO;MOCHE
301134;MUNICIPALIDAD DISTRITAL DE POROTO;MUNICIPALIDAD DISTRITAL;LA LIBERTAD;TRUJILLO;POROTO
